Period,SG,SN,SV,BG,BN,BV
19360122,2.16,3.42,4.01,1.49,2.13,4.38
19360123,0.3,1.2,2.56,0.87,0.93,2.19
19360124,-0.45,-0.25,-0.72,0.08,-0.19,-1.46
19360125,0.04,-0.65,-0.35,0.29,0.27,0.97
19360127,0.51,0.67,1.53,0.19,0.73,0.76
19360128,0.23,-0.09,0.14,-0.16,0.28,0.48
19360129,1.74,0.78,1.02,0.38,1.09,1.43
19360130,-1.19,-0.42,0.16,-0.62,-0.39,-0.6
19360131,1.09,1.71,2.27,1.17,1.36,2.06
19360201,-0.34,-0.57,-0.56,0,-0.22,-0.68
19360203,0.93,1.14,1.2,0.79,1.02,1.76
19360204,0.94,1.08,0.58,0.17,0.73,0.31
19360205,-0.76,0.27,0.05,-0.26,-0.09,-0.48
19360206,0.87,0.84,1.09,0.15,0.62,0.31
19360207,-0.8,0.22,0.1,-0.09,-0.15,-0.25
19360208,0.56,0.13,0.34,0.06,0.14,0.22
19360210,0.59,0.99,0.95,0.46,0.47,2.45
19360211,0.28,0.45,0.66,0.87,0.66,3.32
19360213,-0.16,0.66,-0.63,0.54,0.28,1.45
19360214,-0.35,-0.17,-0.09,-0.13,-0.13,-0.93
19360215,0.55,0.87,0.64,0.33,0.3,1.59
19360217,-1.82,-1.36,-2.17,-0.81,-1.34,-1.54
19360218,1.85,2.59,2.6,1.19,0.33,2.6
19360219,0.06,-0.87,-0.77,-0.16,-0.11,-1.84
19360220,0.77,1.48,1.71,0.7,1.33,3.05
19360221,0.34,0.43,0.4,-0.19,0.11,-0.55
19360224,-0.8,-1.15,-0.26,-0.72,-0.65,-1.67
19360225,-1.77,-2.51,-2.37,-1.68,-1.88,-2.66
19360226,-0.34,0.21,-0.32,-0.37,-0.29,-1.28
19360227,2.37,2.67,3.71,1.55,2.29,4.88
19360228,-0.37,-0.3,-0.3,-0.15,-0.17,-1.24
19360229,-0.59,-0.54,-0.14,-0.14,-0.42,-1.51
19360302,1.12,1.98,1.18,1.01,0.51,2.77
19360303,1.81,1.69,0.88,1.62,1.21,0.96
19360304,-0.69,0.7,0.29,0.09,0.29,-0.01
19360305,0.86,0.46,0.67,0.4,0.33,0.62
19360306,1,0.07,0.17,0.86,-0.02,0.12
19360307,0.01,-0.96,-0.53,-0.67,-0.54,-1.26
19360309,-2.71,-3.35,-3.57,-2.49,-2.44,-4.69
19360310,0.47,0.79,0.9,1.11,0.68,2.3
19360311,2.88,2.04,2.07,0.8,1.51,0.7
19360312,-3.57,-3.8,-3.59,-2.44,-1.98,-4.75
19360313,-3,-2.93,-3.1,-1.91,-1.62,-2.49
19360314,3.47,4.03,3.84,2.3,2.33,4.39
19360316,-1,-0.23,-0.07,-0.56,-0.18,-0.25
19360317,2.18,2.31,1.93,1.8,1.4,3.31
19360318,-1.06,-0.71,-0.83,-0.29,-0.05,-1.6
19360319,0.99,1.01,0.3,1.16,0.45,0.89
19360320,-0.64,-0.62,-0.13,-0.05,-0.36,-0.87
19360321,0.1,-0.33,-0.02,-0.44,-0.56,-0.91
19360323,0.45,1.35,1.3,0.65,0.58,1.31
19360324,-0.79,-0.74,-0.81,-0.33,-0.59,-0.98
19360325,0.86,0.74,0.28,0.92,0.53,0.58
19360326,-0.96,-0.71,0.05,-0.29,-0.35,0.36
19360327,-2.68,-1.82,-1.96,-1.34,-1.3,-1.65
19360328,0.94,0.68,0.82,0.2,-0.16,0.24
19360330,-0.11,0.25,0.35,-0.13,0.11,-0.77
19360331,0.95,0.77,0.59,0.76,0.42,1.03
19360401,1.38,2.1,1.69,1.44,1.29,2.63
19360402,0.19,0.84,0.81,0.93,0.66,2.37
19360403,0.22,-0.5,-0.56,-0.21,-0.22,-0.85
19360404,0.2,0.84,0.53,0.73,0.58,2.17
19360406,0.12,-0.57,0.75,0.2,0.56,1.28
19360407,-1.89,-1.39,-1.83,-0.44,-0.06,-1.65
19360408,-0.21,-0.19,-0.53,-0.1,-0.24,1.81
19360409,-1.33,-1.14,-0.28,-0.41,-0.37,-0.02
19360411,0.58,0.72,0.92,0.46,-0.05,1.08
19360413,-0.08,-0.36,0.92,-0.06,-0.37,0.26
19360414,-2.12,-2.2,-2.9,-1.69,-1.61,-2.87
19360415,1.16,1.31,0.96,1,0.63,0.81
19360416,-1.79,-1.1,-0.52,-0.77,0.21,-1.17
19360417,-0.2,-0.85,-1.26,-0.56,-0.47,-1.17
19360418,-1.66,-1.38,-1.73,-0.93,-0.69,-1.17
19360420,-2.62,-3.44,-3.47,-1.93,-2.24,-3.43
19360421,-0.39,-0.33,-1.39,-0.02,-0.41,-0.21
19360422,1.39,2.43,2.72,1.22,1.37,2.13
19360423,-3.5,-3.68,-3.77,-2.38,-2.7,-4.89
19360424,0.1,-0.36,-0.01,0.14,0.15,-0.56
19360425,1.12,1.3,0.54,0.56,0.6,0.8
19360427,-4.76,-5.98,-6.91,-3.15,-3.73,-6.14
19360428,-0.59,0.18,1.19,-0.27,-0.26,0
19360429,-1.42,-2.46,-3.09,-1.95,-2.63,-5.07
19360430,1.04,1.56,1.03,0.98,1.53,3.8
19360501,1.38,1.36,1.84,1.17,0.37,-0.11
19360502,-0.43,-0.52,-0.32,-0.48,-0.41,-0.59
19360504,0.23,0.24,0.48,0.29,0.3,-0.06
19360505,1.48,1.5,1.92,1.17,1.21,1.37
19360506,0.64,1.13,1.73,0.95,1.17,2.37
19360507,-1.91,-2.35,-1.97,-1.63,-1.63,-3.35
19360508,0.45,-0.81,-0.47,-0.09,0.01,-0.97
19360509,0.66,1.16,0.81,0.81,0.37,1.41
19360511,-0.53,-0.95,-1.07,-0.82,-0.63,-1.9
19360512,-0.44,-0.36,-0.36,-0.12,0.1,-0.26
19360513,0.26,0.74,0.89,0.77,0.79,1.67
19360514,3.5,3.26,3.43,2.27,2.23,4.37
19360515,0.1,0.33,0.16,0.17,0.05,-0.06
19360516,-0.64,-0.17,-0.03,-0.11,0.15,-0.09
19360518,0.24,-0.79,-0.57,-0.43,-0.28,-0.92
19360519,-2.47,-2.75,-3.33,-1.64,-2.66,-3.03
19360520,0.76,0.57,0.27,0.79,0.57,1.09
19360521,-0.88,0.16,0.22,-0.4,-0.01,-0.78
19360522,0.57,1.01,0.96,0.42,1.18,1.76
19360523,0.88,1.1,1.41,0.64,0.77,1.53
19360525,-0.42,0.22,-0.66,0.15,0.13,0.39
19360526,1.59,1.49,1.73,1.15,1.18,2.77
19360527,-0.16,0.07,1.36,-0.05,0,0.15
19360528,-0.24,-0.26,-1.42,-0.46,-0.55,-1.18
19360529,0.32,0.25,1.52,0.54,0.7,1.1
19360601,0.75,-0.03,-0.54,-0.03,-0.19,0.84
19360602,-0.76,-1.14,-0.42,-0.11,-0.09,-0.94
19360603,-0.02,0.01,-0.41,-0.18,0.02,-1.33
19360604,-1.08,-1.61,-1.11,-1.13,-1.17,-2.03
19360605,-0.51,-0.34,-1.01,0.01,-0.18,-0.25
19360606,-0.18,0.62,1.06,0.56,0.25,0.82
19360608,1.16,1.31,0.53,0.83,0.86,1.81
19360609,1,0.67,0.95,0.64,1.04,1.56
19360610,0.18,0.24,0.87,0.6,0.31,0.23
19360611,1.2,0.47,0.81,1.43,0.77,2.18
19360612,-1.35,-0.91,-0.46,-0.84,-0.73,-2.39
19360613,0.46,-0.05,-0.21,0.61,0.47,1.5
19360615,0.34,0.29,0.06,0.08,0.18,-0.61
19360616,0.32,1,0.7,0.78,0.9,2.86
19360617,-0.12,0.35,0.08,-0.06,-0.31,-0.31
19360618,-0.24,0.23,-0.2,0.21,0.33,0.57
19360619,-0.74,-0.88,-1.11,-0.38,-0.6,-2.07
19360620,0.4,0.55,0.1,0.41,0.23,0.95
19360622,0.93,0.73,1.4,0.93,0.87,1.74
19360623,-0.52,-0.82,-0.45,-0.26,-0.37,-0.86
19360624,0.37,1.38,1.21,1.14,0.5,0.92
19360625,-1.89,-1.32,-1.1,-1.08,-0.26,-2.85
19360626,-0.46,-0.6,-0.51,-0.4,-0.37,-0.54
19360627,0.15,0.23,-0.18,0.23,-0.14,0.74
19360629,-0.55,-0.33,-0.71,-0.24,-0.28,-1.36
19360630,-1.02,-0.3,-0.53,-0.16,0.11,-0.6
19360701,-0.26,-0.17,-0.73,0.24,0.1,0.5
19360702,-0.71,-0.27,-0.27,-0.07,-0.06,-0.59
19360703,1.22,0.42,0.78,0.74,0.6,0.92
19360706,-0.17,-0.37,-0.54,-0.42,-0.46,-0.99
19360707,-1.19,-1.15,-1.01,-0.85,-0.64,-1.41
19360708,0.54,0.54,0.66,0.24,0.86,1.44
19360709,1.81,1.32,1.83,1.11,1.1,1.74
19360710,1.81,1.88,2.22,1.72,1.54,2.84
19360711,1.53,1.07,1.27,0.45,0.4,1.27
19360713,0.31,0.13,0.95,0.21,0.39,0.04
19360714,1.36,1.65,0.93,0.83,1.33,1.65
19360715,-0.71,0.03,0.33,-0.09,-0.09,0.46
19360716,0.5,0.13,0.49,0.22,-0.2,0.17
19360717,0.53,0.52,0.12,0.41,0.18,0.59
19360718,0.42,0.79,0.4,0.52,0.41,0.97
19360720,0.28,0.46,-0.13,0.21,0.49,0.8
19360721,1.2,-0.05,0.62,0.92,-0.02,0.61
19360722,-0.77,-0.57,-0.83,-0.56,-0.14,-0.79
19360723,1.16,0.73,1.6,0.12,0.3,1.16
19360724,0.01,-0.06,0.67,-0.31,-0.11,-0.42
19360725,0.72,0.25,0.41,0.82,0.36,0.81
19360727,0.29,0.4,0.44,0.69,0.64,1.78
19360728,-0.36,0.03,-0.78,-0.14,-0.07,0.1
19360729,-0.39,-0.76,-0.01,-0.72,-0.39,-1.88
19360730,1.45,0.8,0.24,0.4,0.2,1.09
19360731,-0.34,-0.35,-0.26,-0.88,-0.63,-1.18
19360801,0.26,-0.06,-0.11,-0.06,-0.06,0.56
19360803,-0.12,0.14,-0.43,0.21,0.58,-0.63
19360804,0.63,-0.37,-0.21,-0.12,-0.04,0.56
19360805,-0.4,-0.28,-0.16,-0.64,-0.06,-0.99
19360806,1.16,0.08,0.78,0.3,0.23,1.17
19360807,0.82,1.79,1.72,1.32,0.76,2.18
19360808,-0.08,0.63,0.49,0.53,0.69,1.47
19360810,-0.9,-0.48,-0.74,-0.25,-0.07,-0.22
19360811,-0.27,-0.36,-0.68,-0.41,-0.56,-1
19360812,0.19,0.44,1.29,0.39,0.36,1.1
19360813,-0.78,-0.05,0.52,-0.33,-0.21,-0.67
19360814,-1.13,-1.12,-0.75,-1.23,-0.92,-1.71
19360815,0.23,0.27,0.25,0.15,0.1,0.28
19360817,-0.39,0.06,-0.53,-0.53,-0.53,-1.15
19360818,0.05,0.34,-0.09,0.14,0.44,0.04
19360819,0.74,0.87,1.16,0.42,0.22,1.54
19360820,-0.06,0.16,-0.6,-0.28,-0.62,-1.32
19360821,-2.85,-2.93,-3.54,-2.41,-2.65,-3.99
19360822,0.55,1.21,1.17,0.8,0.71,1.7
19360824,0.24,0.38,0.69,0.84,0.52,1.24
19360825,0.4,0.56,0.77,0.17,0.61,0.03
19360826,-0.45,-0.92,-0.92,-0.91,-0.3,-0.86
19360827,1.84,1.09,2.26,1.88,1.01,3.23
19360828,-0.18,0.7,0.82,0.23,0.31,0.87
19360829,0.39,0.31,1.42,-0.1,0.11,1.04
19360831,0.87,-0.08,-0.01,0.26,0.2,0.02
19360901,-0.49,0.17,0.47,-0.26,-0.13,-0.38
19360902,1.12,0.77,0.66,0.18,0.38,0.83
19360903,0.21,0.17,-0.19,-0.1,-0.38,-0.18
19360904,0.35,0.77,1.02,0.64,0.58,0.77
19360905,0.43,0.98,1.26,0.64,0.49,0.59
19360908,0.06,0.31,0.75,0.84,1.03,1.13
19360909,0.11,-0.26,-0.11,-0.55,-0.37,-1.01
19360910,0.53,0.6,0.32,-0.01,0.2,0.05
19360911,0,-0.14,-0.32,-0.31,0.01,-0.07
19360912,0.02,-0.18,-0.26,-0.3,-0.23,-0.37
19360914,-0.34,-0.84,-0.62,-0.45,-0.51,-1.05
19360915,-0.14,-0.33,-0.26,-0.29,-0.24,0.25
19360916,-1.06,-0.48,-0.67,-0.83,-0.9,-1.97
19360917,0.36,0.14,0.6,0.76,0.65,0.96
19360918,1.07,1.36,1.61,0.79,0.93,1.15
19360919,0.78,0.77,1.15,0.53,0.51,1.45
19360921,0.38,0.6,0.21,0.26,0.11,-0.13
19360922,0.08,0.21,-0.27,0.39,0.05,0.27
19360923,-0.32,-0.44,-0.74,-0.12,-0.41,-0.81
19360924,-0.39,-0.17,0.22,0.09,-0.05,0.23
19360925,-2.1,-1.13,-1.85,-1.54,-1.02,-2.38
19360926,1.53,1.53,1.45,0.89,0.61,2.04
19360928,0.41,0.86,0.57,0.36,0.32,0.18
19360929,0.3,0.01,-0.48,-0.36,-0.02,-0.29
19360930,-0.63,-0.34,-0.06,-0.37,-0.53,-0.7
19361001,0.56,0.27,0.83,0.25,0.1,-0.34
19361002,2.15,2.15,2.92,1.47,1.78,3.25
19361003,0.87,1.19,0.76,0.72,1.05,1.57
19361005,-0.13,-0.06,0.49,0.09,0.3,-0.28
19361006,0.58,0.35,0.3,0.89,0.49,0.73
19361007,-0.89,0.05,-0.39,0.09,0.59,0.37
19361008,0.26,0.28,0.81,0.32,0.73,0.65
19361009,1.28,0.52,0.72,0.53,0.36,0.24
19361010,0.78,0.44,0.49,0.54,0.4,0.72
19361013,-0.91,-0.62,-0.51,-0.09,-0.34,0.2
19361014,-0.32,-0.07,-0.47,-0.35,-0.14,-0.43
19361015,-0.23,-0.02,0.4,-0.23,-0.05,-0.06
19361016,1.23,1.11,1.79,0.89,0.94,1.58
19361017,0.82,0.64,0.58,0.39,0.49,0.55
19361019,-0.24,0.26,-0.31,-0.02,0.43,0.12
19361020,-1.1,-0.89,-1.24,-0.23,0.37,-0.75
19361021,-0.41,0.57,0.78,0.59,0.1,0.27
19361022,-0.74,-1.12,-1.32,-0.65,-0.6,-1.29
19361023,0.6,0.74,0.03,0.33,0.58,0.05
19361024,0.19,0.3,0.25,0.08,0.12,0.11
19361026,-2.68,-2.59,-2.42,-2.16,-2.02,-3.42
19361027,1.84,1.61,1.46,1.33,1.43,2.3
19361028,0.22,0.73,0.17,0.3,-0.08,0.28
19361029,1.2,0.65,1.22,0.99,1.09,2.4
19361030,-0.56,-0.26,-0.42,0.22,0.19,0.09
19361031,-0.59,0.21,-0.38,0.06,0.24,-0.44
19361102,-0.41,-0.65,0.21,-0.11,-0.54,-0.3
19361104,3.1,2.31,2.64,1.8,1.64,1.39
19361105,1.74,1.27,1.65,1.07,1.08,1.36
19361106,-0.37,0.34,0.04,-0.48,-0.32,-2.32
19361107,1.54,1.32,1.62,1.29,1.04,1.74
19361109,0.62,1.54,1.24,0.51,0.1,0.18
19361110,-0.23,0.13,0.28,-0.02,-0.32,-0.99
19361112,-0.01,-0.47,-1.8,-0.67,-0.72,-2.2
19361113,0.25,-1.05,-1.14,-0.64,-0.92,-1.32
19361114,0.11,0.15,0.56,-0.39,-0.52,-0.92
19361116,1.64,1.97,1.84,0.95,1.56,2.45
19361117,1.54,1.86,2.61,1.27,1.4,1.55
19361118,-0.8,-0.69,-0.53,-0.23,-0.39,-1.17
19361119,-0.68,-0.99,-0.84,-0.6,-0.72,-1.38
19361120,-0.82,-1.34,-1.36,-0.81,-0.95,-0.96
19361121,1.56,0.78,1.31,0.56,0.59,1.89
19361123,-2.81,-2.2,-2.52,-2.09,-1.71,-3.3
19361124,2.13,1.15,2.13,1.34,1.74,2.08
19361125,-0.07,0.46,0.62,-0.12,-0.4,-0.38
19361127,1.92,1.95,3.31,1.01,1.73,2.82
19361128,1.05,0.75,0.65,0.24,-0.07,0.62
19361130,-0.45,0.17,-0.08,-0.46,-0.1,-1.12
19361201,0.28,-0.6,-0.05,-0.5,-0.63,-1.18
19361202,-0.89,-0.87,-0.35,-0.98,-0.71,-0.92
19361203,-0.08,1.05,0.58,0.44,0.46,1.04
19361204,-0.3,-0.24,-0.47,-0.02,0.5,-0.7
19361205,0.64,0.33,0.68,0.09,0.09,0.21
19361207,-0.42,-0.34,-0.52,-0.61,-0.66,-1.05
19361208,0.13,0.4,0.74,0.27,-0.18,0.59
19361209,0.64,1.04,1.15,0.08,0.52,1.35
19361210,0.88,1.68,1.92,0.81,0.55,1.31
19361211,0.67,0.79,0.47,-0.34,-0.12,-0.75
19361212,0.29,-0.1,0.76,-0.1,0.29,0.31
19361214,0.83,0.77,0.57,0.59,0.83,1.53
19361215,-0.7,-0.6,-0.03,0.16,-0.27,-0.33
19361216,-0.91,-0.46,-0.93,-0.15,-0.16,-0.45
19361217,0.43,0.08,-0.38,-0.62,-0.34,-0.18
19361218,-1.7,-1.3,-1.61,-0.88,-1.02,-1.25
19361219,-1.4,-1.5,-1.38,-0.97,-0.74,-1.29
19361221,-0.79,-0.42,-0.41,-1.19,-0.92,-1.82
19361222,1.24,1.32,1.58,0.83,1.41,1.61
19361223,1.69,1.34,1.07,1,1.05,1.11
19361224,0.7,0.11,1.15,0.18,0.52,0.19
19361228,-1.58,-0.85,-1.19,-0.84,-0.47,-0.49
19361229,-0.49,-0.35,0.55,-0.04,0.48,0.6
19361230,2.41,1.77,2.74,1.44,2.08,2.41
19361231,0.59,0.4,-0.04,-0.45,-0.15,-0.58
19370102,-0.8,-0.6,-0.79,-1.04,-0.53,-1.19
19370104,-0.67,-0.24,0.16,-0.55,-0.42,-0.39
19370105,0.54,1.03,1.1,0.88,0.57,1.13
19370106,-0.12,0.04,0.26,0.08,0.2,0.22
19370107,2.29,2.21,2.66,2.07,1.19,2.71
19370108,1.21,0.42,1.73,0.26,0.17,0.87
19370109,0.22,0.43,0.72,0.05,-0.14,-0.17
19370111,0.5,0.82,1.72,0.34,0.45,1.09
19370112,0.03,0.2,-0.42,-0.05,0.08,-0.1
19370113,0.62,-0.1,0.92,-0.01,0.32,0.19
19370114,0.92,0.32,-0.12,0.65,-0.23,-0.59
19370115,0.43,0.94,0.68,0.5,-0.14,0.79
19370116,1.66,0.54,1.29,0.62,0.4,1.24
19370118,-0.29,-0.31,-0.82,-0.54,-0.16,-0.57
19370119,-1.4,-0.87,-1.33,-0.65,-0.67,-1.18
19370120,1.21,1.9,2.11,1.1,0.65,1.67
19370121,0.77,0.55,0.72,0.68,0.33,0.89
19370122,-0.29,0.22,0.07,-0.7,-0.27,-0.37
19370123,0.01,0.44,-0.03,0.38,0.22,0.13
19370125,-0.94,-1.01,-1.63,-0.45,-0.43,-1.79
19370126,-2,-1.78,-2.52,-1.23,-1.45,-1.75
19370127,1.76,0.86,1.18,0.33,0.61,1.39
19370128,0.14,0.24,0.44,0.01,-0.06,0.18
19370129,0.33,0.76,1.01,0.79,0.22,0.79
19370130,0.92,0.26,0.66,0.17,0.45,1.1
19370201,0.22,0.16,0.62,0.2,0.42,-0.05
19370202,-0.14,0.51,0.17,0.56,0.88,0.87
19370203,0.63,0.52,1.42,0.36,0.48,1.84
19370204,0.49,0,0.27,0.2,0.12,-0.2
19370205,-1.61,-1.75,-2.09,-1.28,-1.24,-1.8
19370206,1.79,1.79,2.25,0.63,0.76,1.85
19370208,1.33,0.7,1.5,0.17,0.45,1.29
19370209,0,-0.02,-0.94,-0.34,-0.19,-0.54
19370210,0.56,1.02,1.42,0.63,0.26,2.15
19370211,0.4,-0.42,-0.29,0.82,0.27,0.72
19370213,0.19,-0.05,-0.07,-0.11,-0.06,-0.87
19370215,-0.47,-0.5,-0.94,-0.83,-0.7,-1.06
19370216,-0.09,-0.16,0.43,-0.06,0.22,0.36
19370217,-0.27,-0.11,0.41,-0.14,-0.38,0.32
19370218,0.03,0.19,0.79,0.29,0.15,0.84
19370219,0.92,0.47,0.83,0.04,0.56,2.2
19370220,0.05,-0.31,0.13,-0.27,-0.25,0.66
19370223,-2.48,-1.63,-2.76,-1.7,-1.48,-2.67
19370224,1.07,0.46,0.65,0.17,0.22,0.8
19370225,0.21,0.4,0.44,-0.1,-0.16,-0.64
19370226,0.85,0.27,0.73,0.18,0.23,0.8
19370227,-0.36,0.1,0.17,0.4,0.29,0.03
19370301,0.13,0.27,0.56,-0.04,0.3,0.63
19370302,1.07,0.9,0.98,1.15,0.47,1.67
19370303,0.48,0.77,1.52,0.79,1.02,2.86
19370304,-0.98,-0.48,-1.24,-0.71,-0.38,-1.08
19370305,0.5,0.82,1.59,0.95,0.45,2.29
19370306,0.28,0.62,0.52,0.08,0.33,1.18
19370308,-0.53,-0.63,-0.28,-0.67,-0.12,-0.22
19370309,-0.17,-0.11,0.11,-0.01,0.53,0.4
19370310,0.86,0.57,0.77,0.67,0.04,1.83
19370311,-1.44,-1.37,-1.57,-0.84,-0.84,-1.62
19370312,-0.06,0.27,0.5,-0.4,-0.4,-0.26
19370313,0.2,0.17,0.09,-0.18,-0.06,-0.45
19370315,-0.3,-0.63,3.26,-0.62,-0.62,-0.95
19370316,0.13,1.35,1.34,0.3,0.21,1.3
19370317,-0.77,-0.19,0.7,-0.77,-0.36,0.87
19370318,-2.25,-2.2,-3.32,-1.83,-1.46,-3.23
19370319,-0.01,0.19,0.34,-0.04,0.01,-0.42
19370320,0.18,-0.4,-0.09,-0.31,-0.22,0.2
19370322,-3.05,-3.44,-4.48,-2.16,-2.61,-4.24
19370323,0.99,1.46,2.14,0.82,1.44,2.49
19370324,0.88,0.8,1.49,1.26,0.42,0.98
19370325,0.03,0.19,-0.22,0.1,-0.16,-0.5
19370327,0.03,0.82,0.56,0.17,0.41,0.69
19370329,-0.19,-0.21,-0.42,-0.74,-0.1,-0.5
19370330,0.67,0.45,1.58,1.31,0.98,2.88
19370331,0.44,0.19,0.17,0.08,0.62,-0.51
19370401,-0.84,-0.88,-1.39,-0.78,-0.74,-1.55
19370402,-1.88,-1.47,-2.75,-0.98,-1.07,-1.96
19370403,0.69,0.54,1.03,0.13,0.66,0.69
19370405,0.34,0.21,0.45,0.4,0.43,0.49
19370406,-0.67,-0.7,-0.75,-0.48,-0.53,-1.45
19370407,-3.97,-3.35,-4.73,-2.72,-2.97,-4.24
19370408,0.41,-0.04,0.02,-0.07,0.33,1.09
19370409,0.46,0.73,1.07,0.38,0.54,-0.25
19370410,0.51,0.47,-0.05,-0.3,-0.06,-0.1
19370412,0.23,-0.33,0.58,0.55,0.38,0.87
19370413,1.92,1.72,1.81,1.12,1.09,1.34
19370414,0.42,0.12,0.32,-0.1,0.54,0.09
19370415,-0.71,-0.42,-0.4,-0.43,-0.17,-0.67
19370416,-0.89,-0.4,-0.95,-0.15,-0.64,-0.66
19370417,0.57,0.07,-0.46,-0.33,-0.13,-0.56
19370419,0.09,-0.02,0.46,0.26,0.42,1.02
19370420,0.15,-0.19,0.45,0.35,0.17,0.48
19370421,1.35,0.33,0.32,1.43,0.63,1.59
19370422,-0.79,-0.62,-1.32,-1.33,-0.97,-1.37
19370423,-1.68,-1.48,-1.38,-1.63,-1.19,-1.99
19370424,-1.39,-1.39,-1.75,-0.87,-0.75,-0.74
19370426,-4.26,-4.14,-5.31,-2.87,-2.96,-4.77
19370427,0.71,0.51,0.69,1.25,0.98,2.11
19370428,-4.25,-4.35,-5.18,-2.35,-3.19,-3.81
19370429,0.71,0.4,0.86,0.38,0.46,-0.41
19370430,2.52,2.69,4.73,2.26,2.66,3.85
19370501,0.44,0.81,0.7,0.25,0.3,-0.44
19370503,-0.21,0.31,-0.16,0.28,0.46,-0.2
19370504,2.1,1.21,0.83,1.21,0.99,2.33
19370505,-0.77,-0.79,-0.35,-0.57,-0.77,-1.18
19370506,-0.16,0,0.59,0.38,0.24,1.76
19370507,0.47,0.54,0.54,-0.07,-0.35,-0.14
19370508,-0.22,0.01,-0.76,-0.21,-0.26,-0.5
19370510,-1.48,-2.18,-2.2,-1.57,-1.69,-3.24
19370511,0.01,-0.35,-0.63,-0.01,-0.14,0.06
19370512,-0.68,-0.32,-0.1,-0.26,-0.13,-0.6
19370513,-5.07,-4.39,-5.65,-2.69,-2.41,-4.33
19370514,1.6,0.48,1.6,0.85,0.72,1.79
19370515,0.33,0.64,0.35,0.3,0.2,0.34
19370517,-0.88,-1.02,-1.07,-0.85,-1.1,-2.14
19370518,0.64,0.96,0.49,0.96,0.57,2.53
19370519,0.46,0.25,0.15,0,0.18,-0.83
19370520,2.61,2.21,2.45,2.06,2.12,3.04
19370521,0.73,0.53,0.18,0.09,0.58,-0.22
19370522,0.94,1.27,1.29,0.93,0.73,1.87
19370524,0,-0.02,-0.1,0.11,0,0.15
19370525,-0.86,-0.78,-1.22,-0.87,-0.78,-2.47
19370526,-0.17,-0.22,-0.44,-0.26,-0.23,-0.1
19370527,-0.19,-0.14,-0.31,0.32,-0.07,-0.37
19370528,0.2,0.24,-0.08,-0.03,0.23,0.24
19370601,-2.39,-2.66,-2.79,-1.58,-1.88,-1.09
19370602,0.29,0.87,0.25,0.48,0.88,0.7
19370603,0.14,-0.58,-0.27,0.28,0.13,-0.19
19370604,1.65,1.63,1.36,1.05,0.69,1.59
19370605,0.23,0.38,0.32,0,0.4,0.08
19370607,-0.65,-0.15,-0.92,-0.45,-0.37,-0.89
19370608,0.71,0.04,0.4,-0.02,0.58,0.89
19370609,-0.27,-0.5,-0.07,-0.74,-0.33,-0.82
19370610,-0.77,-0.4,-0.7,-0.3,-0.45,-0.42
19370611,-1.79,-1.76,-1.68,-1.05,-1.25,-2.1
19370612,-0.83,-1.17,-1.36,-0.85,-0.76,-0.81
19370614,-2.63,-3.28,-3.86,-2.41,-2.1,-3.04
19370615,1.21,1.45,1.08,0.95,1.11,0.91
19370616,-1.25,-1.31,-1.45,-0.9,-0.76,-1.41
19370617,0.23,0.16,-0.65,1.2,0.4,1.68
19370618,0.2,0.98,1.36,0.7,1.11,-0.22
19370619,-0.05,0.02,-0.16,-0.2,-0.17,-0.49
19370621,-0.49,-0.93,-1.27,-0.54,-0.72,-1.24
19370622,0.13,0.46,0.41,0.41,0.22,-1.2
19370623,0.51,0.35,0.63,0.42,0.74,1.32
19370624,0.63,-0.12,0.72,0.36,0.41,0.83
19370625,-1.08,-0.07,-0.59,-0.34,-0.43,-1.34
19370626,-0.84,-0.93,-1.08,-0.78,-0.85,-1.64
19370628,-2.24,-2.13,-2.34,-1.38,-1.51,-1.86
19370629,-0.01,-0.18,0.46,0.2,0.21,0.42
19370630,1.54,1.97,1.51,1.34,2.1,2.83
19370701,0.98,0.8,1.11,0.23,0.98,0.66
19370702,1.36,1.77,2.07,1.04,1.03,1.78
19370706,3.11,3.53,3.91,3.05,2.42,4.33
19370707,2.18,1.36,2.76,0.93,0.64,0.72
19370708,0.26,0.83,1.19,0.02,0.06,1.06
19370709,0.01,-0.1,0.5,-0.14,-0.05,-0.64
19370710,-0.27,0.12,-0.48,-0.31,-0.11,-0.62
19370712,1.88,1.19,1.54,1.1,1.2,2.25
19370713,-0.8,-0.35,-1.13,-0.47,-0.21,-1.04
19370714,0.21,-0.19,-0.6,0.52,-0.04,-0.1
19370715,0,-0.04,-0.09,0.71,0.2,0.63
19370716,-0.6,-0.37,-0.65,-0.18,-0.16,-0.67
19370717,0.18,0.38,-0.29,0.06,0.11,0.24
19370719,1.22,0.58,1.16,1.34,1.15,1.56
19370720,0.22,0.29,0.99,1,0.62,1.63
19370721,0.18,-0.43,-0.59,-0.5,-0.46,-1.22
19370722,0.74,0.22,0.67,0.22,0.3,0.68
19370723,0.32,-0.05,-0.34,0.23,0.29,-0.08
19370724,0.23,0.31,0.22,0.66,0.52,1.25
19370726,0.13,-0.15,0.39,-0.23,-0.09,-0.56
19370727,-0.53,-0.42,-0.29,-0.11,-0.08,-0.73
19370728,-1.03,-0.94,-1.26,-1.21,-1.03,-1.76
19370729,-0.05,-0.45,-0.38,-0.27,-0.21,-0.39
19370730,-0.31,0,-1.32,0.34,0.07,0.56
